problem_id,year,version,problem_num,contest_label,slug,problem_url,contest_url,category
1,2000,,1,2000 AMC 10,2000_AMC_10,https://artofproblemsolving.com/wiki/index.php/2000_AMC_10_Problems/Problem_1,https://artofproblemsolving.com/wiki/index.php/2000_AMC_10_Problems,
2,2000,,2,2000 AMC 10,2000_AMC_10,https://artofproblemsolving.com/wiki/index.php/2000_AMC_10_Problems/Problem_2,https://artofproblemsolving.com/wiki/index.php/2000_AMC_10_Problems,
3,2000,,3,2000 AMC 10,2000_AMC_10,https://artofproblemsolving.com/wiki/index.php/2000_AMC_10_Problems/Problem_3,https://artofproblemsolving.com/wiki/index.php/2000_AMC_10_Problems,
4,2000,,4,2000 AMC 10,2000_AMC_10,https://artofproblemsolving.com/wiki/index.php/2000_AMC_10_Problems/Problem_4,https://artofproblemsolving.com/wiki/index.php/2000_AMC_10_Problems,
5,2000,,5,2000 AMC 10,2000_AMC_10,https://artofproblemsolving.com/wiki/index.php/2000_AMC_10_Problems/Problem_5,https://artofproblemsolving.com/wiki/index.php/2000_AMC_10_Problems,
6,2000,,6,2000 AMC 10,2000_AMC_10,https://artofproblemsolving.com/wiki/index.php/2000_AMC_10_Problems/Problem_6,https://artofproblemsolving.com/wiki/index.php/2000_AMC_10_Problems,
7,2000,,7,2000 AMC 10,2000_AMC_10,https://artofproblemsolving.com/wiki/index.php/2000_AMC_10_Problems/Problem_7,https://artofproblemsolving.com/wiki/index.php/2000_AMC_10_Problems,
8,2000,,8,2000 AMC 10,2000_AMC_10,https://artofproblemsolving.com/wiki/index.php/2000_AMC_10_Problems/Problem_8,https://artofproblemsolving.com/wiki/index.php/2000_AMC_10_Problems,
9,2000,,9,2000 AMC 10,2000_AMC_10,https://artofproblemsolving.com/wiki/index.php/2000_AMC_10_Problems/Problem_9,https://artofproblemsolving.com/wiki/index.php/2000_AMC_10_Problems,
10,2000,,10,2000 AMC 10,2000_AMC_10,https://artofproblemsolving.com/wiki/index.php/2000_AMC_10_Problems/Problem_10,https://artofproblemsolving.com/wiki/index.php/2000_AMC_10_Problems,
11,2000,,11,2000 AMC 10,2000_AMC_10,https://artofproblemsolving.com/wiki/index.php/2000_AMC_10_Problems/Problem_11,https://artofproblemsolving.com/wiki/index.php/2000_AMC_10_Problems,
12,2000,,12,2000 AMC 10,2000_AMC_10,https://artofproblemsolving.com/wiki/index.php/2000_AMC_10_Problems/Problem_12,https://artofproblemsolving.com/wiki/index.php/2000_AMC_10_Problems,
13,2000,,13,2000 AMC 10,2000_AMC_10,https://artofproblemsolving.com/wiki/index.php/2000_AMC_10_Problems/Problem_13,https://artofproblemsolving.com/wiki/index.php/2000_AMC_10_Problems,
14,2000,,14,2000 AMC 10,2000_AMC_10,https://artofproblemsolving.com/wiki/index.php/2000_AMC_10_Problems/Problem_14,https://artofproblemsolving.com/wiki/index.php/2000_AMC_10_Problems,
15,2000,,15,2000 AMC 10,2000_AMC_10,https://artofproblemsolving.com/wiki/index.php/2000_AMC_10_Problems/Problem_15,https://artofproblemsolving.com/wiki/index.php/2000_AMC_10_Problems,
16,2000,,16,2000 AMC 10,2000_AMC_10,https://artofproblemsolving.com/wiki/index.php/2000_AMC_10_Problems/Problem_16,https://artofproblemsolving.com/wiki/index.php/2000_AMC_10_Problems,
17,2000,,17,2000 AMC 10,2000_AMC_10,https://artofproblemsolving.com/wiki/index.php/2000_AMC_10_Problems/Problem_17,https://artofproblemsolving.com/wiki/index.php/2000_AMC_10_Problems,
18,2000,,18,2000 AMC 10,2000_AMC_10,https://artofproblemsolving.com/wiki/index.php/2000_AMC_10_Problems/Problem_18,https://artofproblemsolving.com/wiki/index.php/2000_AMC_10_Problems,
19,2000,,19,2000 AMC 10,2000_AMC_10,https://artofproblemsolving.com/wiki/index.php/2000_AMC_10_Problems/Problem_19,https://artofproblemsolving.com/wiki/index.php/2000_AMC_10_Problems,
20,2000,,20,2000 AMC 10,2000_AMC_10,https://artofproblemsolving.com/wiki/index.php/2000_AMC_10_Problems/Problem_20,https://artofproblemsolving.com/wiki/index.php/2000_AMC_10_Problems,
21,2000,,21,2000 AMC 10,2000_AMC_10,https://artofproblemsolving.com/wiki/index.php/2000_AMC_10_Problems/Problem_21,https://artofproblemsolving.com/wiki/index.php/2000_AMC_10_Problems,
22,2000,,22,2000 AMC 10,2000_AMC_10,https://artofproblemsolving.com/wiki/index.php/2000_AMC_10_Problems/Problem_22,https://artofproblemsolving.com/wiki/index.php/2000_AMC_10_Problems,
23,2000,,23,2000 AMC 10,2000_AMC_10,https://artofproblemsolving.com/wiki/index.php/2000_AMC_10_Problems/Problem_23,https://artofproblemsolving.com/wiki/index.php/2000_AMC_10_Problems,
24,2000,,24,2000 AMC 10,2000_AMC_10,https://artofproblemsolving.com/wiki/index.php/2000_AMC_10_Problems/Problem_24,https://artofproblemsolving.com/wiki/index.php/2000_AMC_10_Problems,
25,2000,,25,2000 AMC 10,2000_AMC_10,https://artofproblemsolving.com/wiki/index.php/2000_AMC_10_Problems/Problem_25,https://artofproblemsolving.com/wiki/index.php/2000_AMC_10_Problems,
26,2001,,1,2001 AMC 10,2001_AMC_10,https://artofproblemsolving.com/wiki/index.php/2001_AMC_10_Problems/Problem_1,https://artofproblemsolving.com/wiki/index.php/2001_AMC_10_Problems,
27,2001,,2,2001 AMC 10,2001_AMC_10,https://artofproblemsolving.com/wiki/index.php/2001_AMC_10_Problems/Problem_2,https://artofproblemsolving.com/wiki/index.php/2001_AMC_10_Problems,
28,2001,,3,2001 AMC 10,2001_AMC_10,https://artofproblemsolving.com/wiki/index.php/2001_AMC_10_Problems/Problem_3,https://artofproblemsolving.com/wiki/index.php/2001_AMC_10_Problems,
29,2001,,4,2001 AMC 10,2001_AMC_10,https://artofproblemsolving.com/wiki/index.php/2001_AMC_10_Problems/Problem_4,https://artofproblemsolving.com/wiki/index.php/2001_AMC_10_Problems,
30,2001,,5,2001 AMC 10,2001_AMC_10,https://artofproblemsolving.com/wiki/index.php/2001_AMC_10_Problems/Problem_5,https://artofproblemsolving.com/wiki/index.php/2001_AMC_10_Problems,
31,2001,,6,2001 AMC 10,2001_AMC_10,https://artofproblemsolving.com/wiki/index.php/2001_AMC_10_Problems/Problem_6,https://artofproblemsolving.com/wiki/index.php/2001_AMC_10_Problems,
32,2001,,7,2001 AMC 10,2001_AMC_10,https://artofproblemsolving.com/wiki/index.php/2001_AMC_10_Problems/Problem_7,https://artofproblemsolving.com/wiki/index.php/2001_AMC_10_Problems,
33,2001,,8,2001 AMC 10,2001_AMC_10,https://artofproblemsolving.com/wiki/index.php/2001_AMC_10_Problems/Problem_8,https://artofproblemsolving.com/wiki/index.php/2001_AMC_10_Problems,
34,2001,,9,2001 AMC 10,2001_AMC_10,https://artofproblemsolving.com/wiki/index.php/2001_AMC_10_Problems/Problem_9,https://artofproblemsolving.com/wiki/index.php/2001_AMC_10_Problems,
35,2001,,10,2001 AMC 10,2001_AMC_10,https://artofproblemsolving.com/wiki/index.php/2001_AMC_10_Problems/Problem_10,https://artofproblemsolving.com/wiki/index.php/2001_AMC_10_Problems,
36,2001,,11,2001 AMC 10,2001_AMC_10,https://artofproblemsolving.com/wiki/index.php/2001_AMC_10_Problems/Problem_11,https://artofproblemsolving.com/wiki/index.php/2001_AMC_10_Problems,
37,2001,,12,2001 AMC 10,2001_AMC_10,https://artofproblemsolving.com/wiki/index.php/2001_AMC_10_Problems/Problem_12,https://artofproblemsolving.com/wiki/index.php/2001_AMC_10_Problems,
38,2001,,13,2001 AMC 10,2001_AMC_10,https://artofproblemsolving.com/wiki/index.php/2001_AMC_10_Problems/Problem_13,https://artofproblemsolving.com/wiki/index.php/2001_AMC_10_Problems,
39,2001,,14,2001 AMC 10,2001_AMC_10,https://artofproblemsolving.com/wiki/index.php/2001_AMC_10_Problems/Problem_14,https://artofproblemsolving.com/wiki/index.php/2001_AMC_10_Problems,
40,2001,,15,2001 AMC 10,2001_AMC_10,https://artofproblemsolving.com/wiki/index.php/2001_AMC_10_Problems/Problem_15,https://artofproblemsolving.com/wiki/index.php/2001_AMC_10_Problems,
41,2001,,16,2001 AMC 10,2001_AMC_10,https://artofproblemsolving.com/wiki/index.php/2001_AMC_10_Problems/Problem_16,https://artofproblemsolving.com/wiki/index.php/2001_AMC_10_Problems,
42,2001,,17,2001 AMC 10,2001_AMC_10,https://artofproblemsolving.com/wiki/index.php/2001_AMC_10_Problems/Problem_17,https://artofproblemsolving.com/wiki/index.php/2001_AMC_10_Problems,
43,2001,,18,2001 AMC 10,2001_AMC_10,https://artofproblemsolving.com/wiki/index.php/2001_AMC_10_Problems/Problem_18,https://artofproblemsolving.com/wiki/index.php/2001_AMC_10_Problems,
44,2001,,19,2001 AMC 10,2001_AMC_10,https://artofproblemsolving.com/wiki/index.php/2001_AMC_10_Problems/Problem_19,https://artofproblemsolving.com/wiki/index.php/2001_AMC_10_Problems,
45,2001,,20,2001 AMC 10,2001_AMC_10,https://artofproblemsolving.com/wiki/index.php/2001_AMC_10_Problems/Problem_20,https://artofproblemsolving.com/wiki/index.php/2001_AMC_10_Problems,
46,2001,,21,2001 AMC 10,2001_AMC_10,https://artofproblemsolving.com/wiki/index.php/2001_AMC_10_Problems/Problem_21,https://artofproblemsolving.com/wiki/index.php/2001_AMC_10_Problems,
47,2001,,22,2001 AMC 10,2001_AMC_10,https://artofproblemsolving.com/wiki/index.php/2001_AMC_10_Problems/Problem_22,https://artofproblemsolving.com/wiki/index.php/2001_AMC_10_Problems,
48,2001,,23,2001 AMC 10,2001_AMC_10,https://artofproblemsolving.com/wiki/index.php/2001_AMC_10_Problems/Problem_23,https://artofproblemsolving.com/wiki/index.php/2001_AMC_10_Problems,
49,2001,,24,2001 AMC 10,2001_AMC_10,https://artofproblemsolving.com/wiki/index.php/2001_AMC_10_Problems/Problem_24,https://artofproblemsolving.com/wiki/index.php/2001_AMC_10_Problems,
50,2001,,25,2001 AMC 10,2001_AMC_10,https://artofproblemsolving.com/wiki/index.php/2001_AMC_10_Problems/Problem_25,https://artofproblemsolving.com/wiki/index.php/2001_AMC_10_Problems,
51,2002,A,1,2002 AMC 10A,2002_AMC_10A,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10A_Problems/Problem_1,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10A_Problems,
52,2002,A,2,2002 AMC 10A,2002_AMC_10A,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10A_Problems/Problem_2,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10A_Problems,
53,2002,A,3,2002 AMC 10A,2002_AMC_10A,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10A_Problems/Problem_3,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10A_Problems,
54,2002,A,4,2002 AMC 10A,2002_AMC_10A,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10A_Problems/Problem_4,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10A_Problems,
55,2002,A,5,2002 AMC 10A,2002_AMC_10A,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10A_Problems/Problem_5,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10A_Problems,
56,2002,A,6,2002 AMC 10A,2002_AMC_10A,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10A_Problems/Problem_6,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10A_Problems,
57,2002,A,7,2002 AMC 10A,2002_AMC_10A,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10A_Problems/Problem_7,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10A_Problems,
58,2002,A,8,2002 AMC 10A,2002_AMC_10A,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10A_Problems/Problem_8,https://artofproblemsolving.com/wiki/index.php/2002_AMC_10A_Problems,
